actor1,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Robert Redford,6.4148148148148145,27,173.2,4793.0,80.0,2436.5,676.5
Leif Erickson,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Leyla Zareh,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Harold Agnew,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Bruce Dickinson,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Karen O'Toole,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Péter Rudolf,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Abbey Curran,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Beatrice Lillie,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Kang Ha-na,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Miray Akay,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Erdem Akakce,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Bill Irwin,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Sihle Dlamini,8.5,1,8.5,126.5,4762.0,2444.25,698.5
David Amram,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Primo Gaburri,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Ali Hamada,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Lee Brilleaux,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Peter Greenaway,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Aleksandr Cherednik,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Peter Beard,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Leon Lučev,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Ling Chai,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Ngotiek Ole Mako,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Ben Abeles,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Willy Fernandez,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Makena Diop,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Maiko Asano,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Danny Denzongpa,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Robert Schimmel,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Bar Belfer,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Tony Barry,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Wendell B. Harris Jr.,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Alessandro Besentini,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Conrad Brooks,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Mohsen Kadivar,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Nicolas Yumatov,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Matthew Beguley,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Ricky Davao,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Ed Kelly,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Sônia Guedes,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Radhika Apte,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Faina Ranevskaya,8.5,1,8.5,126.5,4762.0,2444.25,698.5
Emmanuelle Seigner,6.75,4,27.0,3353.0,1542.0,2447.5,721.0
Jacques Perrin,6.75,4,27.0,3353.0,1542.0,2447.5,721.0
John Heard,6.75,4,27.0,3353.0,1542.0,2447.5,721.0
Sean Penn,6.4409090909090905,22,141.7,4755.0,143.0,2449.0,723.0
Kim Bodnia,6.749999999999999,4,26.999999999999996,3373.0,1545.0,2459.0,724.0
Irrfan Khan,6.5,11,71.5,4461.5,465.0,2463.25,725.0
Blake Lively,6.7250000000000005,4,26.900000000000002,3392.0,1546.5,2469.25,726.0
Chen Kuan-Tai,6.725,4,26.9,3394.0,1549.5,2471.75,727.5
Farhan Akhtar,6.725,4,26.9,3394.0,1549.5,2471.75,727.5
Gaite Jansen,8.4,1,8.4,152.5,4794.0,2473.25,732.5
Mark Reeder,8.4,1,8.4,152.5,4794.0,2473.25,732.5
Craig Baldwin,8.4,1,8.4,152.5,4794.0,2473.25,732.5
Fernando Ramos da Silva,8.4,1,8.4,152.5,4794.0,2473.25,732.5
Kurt Kuenne,8.4,1,8.4,152.5,4794.0,2473.25,732.5
Lana Del Rey,8.4,1,8.4,152.5,4794.0,2473.25,732.5
Günter Lamprecht,8.4,1,8.4,152.5,4794.0,2473.25,732.5
Mamadou Dioumé,8.4,1,8.4,152.5,4794.0,2473.25,732.5
Mel Brooks,6.557142857142857,7,45.9,4154.0,796.5,2475.25,737.0
Margaret Rutherford,6.659999999999999,5,33.3,3741.0,1214.5,2477.75,738.0
Pierre Arditi,6.8999999999999995,3,20.7,2914.5,2051.0,2482.75,743.0
Inger Nilsson,6.8999999999999995,3,20.7,2914.5,2051.0,2482.75,743.0
Krystyna Janda,6.8999999999999995,3,20.7,2914.5,2051.0,2482.75,743.0
Ming-Na Wen,6.8999999999999995,3,20.7,2914.5,2051.0,2482.75,743.0
Franco Interlenghi,6.8999999999999995,3,20.7,2914.5,2051.0,2482.75,743.0
