direk,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Lynne Ramsay,7.366666666666667,3,22.1,1484.0,2591.0,2037.5,362.0
Vasilis Georgiadis,8.15,2,16.3,354.0,3729.0,2041.5,366.0
Kirsten Johnson,8.15,2,16.3,354.0,3729.0,2041.5,366.0
Bo Burnham,8.15,2,16.3,354.0,3729.0,2041.5,366.0
Fritz Lang,6.615789473684211,38,251.40000000000003,4071.0,13.0,2042.0,368.0
Buster Keaton,6.608823529411766,34,224.70000000000005,4077.0,22.0,2049.5,369.0
Nuri Bilge Ceylan,6.857142857142857,7,48.0,3143.0,967.5,2055.25,370.0
Michael Moore,6.75,10,67.5,3564.5,547.5,2056.0,371.0
Mélanie Laurent,7.333333333333333,3,22.0,1507.5,2609.0,2058.25,372.5
Ziad Doueiri,7.333333333333333,3,22.0,1507.5,2609.0,2058.25,372.5
Kevin Sullivan,8.1,2,16.2,373.5,3748.0,2060.75,374.5
Orhan Aksoy,8.1,2,16.2,373.5,3748.0,2060.75,374.5
Richard Linklater,6.6611111111111105,18,119.89999999999999,3964.0,172.5,2068.25,376.0
Stephen Chow,6.749999999999998,10,67.49999999999999,3588.0,549.5,2068.75,377.0
Kenji Mizoguchi,6.6764705882352935,17,113.49999999999999,3941.0,200.0,2070.5,378.0
Adolfo Aristarain,7.075,4,28.3,2220.0,1930.5,2075.25,380.0
Mischa Kamp,7.075,4,28.3,2220.0,1930.5,2075.25,380.0
Andrew Stanton,7.075,4,28.3,2220.0,1930.5,2075.25,380.0
Maïwenn,7.074999999999999,4,28.299999999999997,2222.5,1934.0,2078.25,382.5
Luis Estrada,7.074999999999999,4,28.299999999999997,2222.5,1934.0,2078.25,382.5
Jean Eustache,8.05,2,16.1,394.0,3763.0,2078.5,385.0
Vitali Mansky,8.05,2,16.1,394.0,3763.0,2078.5,385.0
Jeff Orlowski,8.05,2,16.1,394.0,3763.0,2078.5,385.0
Ridley Scott,6.604166666666665,24,158.49999999999997,4079.0,84.0,2081.5,387.0
Lauren Montgomery,6.788888888888889,9,61.1,3502.0,669.0,2085.5,388.0
Claude Sautet,6.828571428571429,7,47.800000000000004,3203.0,971.0,2087.0,389.0
John Lasseter,6.719999999999999,10,67.19999999999999,3628.0,553.0,2090.5,390.0
Jaco Van Dormael,7.050000000000001,4,28.200000000000003,2246.5,1936.5,2091.5,391.5
Tomek Baginski,7.050000000000001,4,28.200000000000003,2246.5,1936.5,2091.5,391.5
Gérard Oury,6.710000000000001,10,67.10000000000001,3635.0,554.0,2094.5,393.0
Georges Lautner,6.7666666666666675,9,60.900000000000006,3518.0,672.0,2095.0,394.0
Stefan Ruzowitzky,6.814285714285714,7,47.699999999999996,3226.0,976.0,2101.0,396.0
Yoshiaki Kawajiri,6.814285714285714,7,47.699999999999996,3226.0,976.0,2101.0,396.0
George Lucas,6.814285714285714,7,47.699999999999996,3226.0,976.0,2101.0,396.0
Bennett Miller,7.05,4,28.2,2262.0,1940.5,2101.25,399.5
Guel Arraes,7.05,4,28.2,2262.0,1940.5,2101.25,399.5
Valerio Zurlini,7.05,4,28.2,2262.0,1940.5,2101.25,399.5
Farhan Akhtar,7.05,4,28.2,2262.0,1940.5,2101.25,399.5
Rob Reiner,6.621052631578947,19,125.8,4062.0,148.0,2105.0,402.0
Gabriele Salvatores,6.685714285714286,14,93.60000000000001,3932.0,308.0,2120.0,403.0
Michael McGowan,7.025,4,28.1,2293.5,1947.0,2120.25,405.5
Jean-François Laguionie,7.025,4,28.1,2293.5,1947.0,2120.25,405.5
Radu Mihaileanu,7.025,4,28.1,2293.5,1947.0,2120.25,405.5
Yasuhiro Yoshiura,7.025,4,28.1,2293.5,1947.0,2120.25,405.5
Bill Paxton,7.3,3,21.9,1634.5,2624.0,2129.25,412.0
Aleksandr Dovzhenko,7.3,3,21.9,1634.5,2624.0,2129.25,412.0
Gary Hustwit,7.3,3,21.9,1634.5,2624.0,2129.25,412.0
Rúnar Rúnarsson,7.3,3,21.9,1634.5,2624.0,2129.25,412.0
Andrew Jarecki,7.3,3,21.9,1634.5,2624.0,2129.25,412.0
Philippe Grandrieux,7.3,3,21.9,1634.5,2624.0,2129.25,412.0
Cary Fukunaga,7.3,3,21.9,1634.5,2624.0,2129.25,412.0
Don Medford,7.3,3,21.9,1634.5,2624.0,2129.25,412.0
Angus MacLane,7.3,3,21.9,1634.5,2624.0,2129.25,412.0
Peter Watkins,6.744444444444444,9,60.699999999999996,3589.0,675.0,2132.0,417.0
Stanley Kramer,6.6923076923076925,13,87.0,3927.0,347.0,2137.0,418.0
Alejandro Amenábar,6.8999999999999995,6,41.4,3112.5,1168.0,2140.25,419.5
Wojciech Smarzowski,6.8999999999999995,6,41.4,3112.5,1168.0,2140.25,419.5
Thomas Vinterberg,6.7875,8,54.3,3503.0,799.5,2151.25,421.0
John M. Stahl,6.866666666666667,6,41.2,3133.5,1173.5,2153.5,422.5
Alexander Payne,6.866666666666667,6,41.2,3133.5,1173.5,2153.5,422.5
Nicole Rittenmeyer,8.0,2,16.0,526.0,3783.0,2154.5,427.0
Shaun Monson,8.0,2,16.0,526.0,3783.0,2154.5,427.0
Janusz Majewski,8.0,2,16.0,526.0,3783.0,2154.5,427.0
John Williams,8.0,2,16.0,526.0,3783.0,2154.5,427.0
Ric Burns,8.0,2,16.0,526.0,3783.0,2154.5,427.0
Scott Moran,8.0,2,16.0,526.0,3783.0,2154.5,427.0
Orlando von Einsiedel,8.0,2,16.0,526.0,3783.0,2154.5,427.0
Marcel Pagnol,6.711111111111111,9,60.4,3634.0,681.0,2157.5,431.0
Clyde Geronimi,6.8500000000000005,6,41.1,3145.0,1178.0,2161.5,432.5
Bob Fosse,6.8500000000000005,6,41.1,3145.0,1178.0,2161.5,432.5
Sergei M. Eisenstein,6.7625,8,54.1,3534.0,802.0,2168.0,434.5
Nils Malmros,6.959999999999999,5,34.8,2829.5,1506.5,2168.0,434.5
Karan Johar,6.75,8,54.0,3564.5,804.5,2184.5,436.0
Mani Ratnam,6.638461538461538,13,86.3,4024.0,349.5,2186.75,437.0
Michael Glawogger,6.94,5,34.7,2865.0,1510.0,2187.5,438.0
Walt Disney,6.833333333333333,6,41.0,3193.5,1183.0,2188.25,439.5
Mark Zakharov,6.833333333333333,6,41.0,3193.5,1183.0,2188.25,439.5
"George Tillman, Jr.",6.833333333333332,6,40.99999999999999,3202.0,1185.0,2193.5,441.0
Will Lovelace,7.266666666666667,3,21.8,1754.0,2633.5,2193.75,444.0
Frank Whaley,7.266666666666667,3,21.8,1754.0,2633.5,2193.75,444.0
Bruce Brown,7.266666666666667,3,21.8,1754.0,2633.5,2193.75,444.0
Ryan White,7.266666666666667,3,21.8,1754.0,2633.5,2193.75,444.0
Zeki Ökten,7.266666666666667,3,21.8,1754.0,2633.5,2193.75,444.0
Henri Verneuil,6.614285714285714,14,92.6,4074.0,315.0,2194.5,447.0
Fred C. Newmeyer,6.749999999999999,8,53.99999999999999,3587.0,806.0,2196.5,448.0
Andrew Rossi,7.266666666666666,3,21.799999999999997,1757.5,2639.0,2198.25,449.5
Régis Wargnier,7.266666666666666,3,21.799999999999997,1757.5,2639.0,2198.25,449.5
Ricki Stern,6.92,5,34.6,2890.0,1512.5,2201.25,451.0
Elem Klimov,6.816666666666666,6,40.9,3224.0,1187.0,2205.5,452.0
Spike Lee,6.567647058823529,34,223.29999999999998,4395.0,23.0,2209.0,453.0
Franklin J. Schaffner,6.615384615384615,13,86.0,4072.0,352.0,2212.0,454.0
John Boulting,6.800000000000001,6,40.800000000000004,3236.0,1188.5,2212.25,455.5
Francis Lawrence,6.800000000000001,6,40.800000000000004,3236.0,1188.5,2212.25,455.5
Charles Vidor,6.615384615384614,13,85.99999999999999,4073.0,353.0,2213.0,457.0
Shannon Hartman,6.607692307692307,13,85.89999999999999,4078.0,355.0,2216.5,458.0
Kurt Kuenne,7.233333333333334,3,21.700000000000003,1792.0,2644.0,2218.0,460.0
Nawapol Thamrongrattanarit,7.233333333333334,3,21.700000000000003,1792.0,2644.0,2218.0,460.0
Toshiyuki Kubooka,7.233333333333334,3,21.700000000000003,1792.0,2644.0,2218.0,460.0
Bill Douglas,7.233333333333333,3,21.7,1795.0,2650.0,2222.5,463.0
Amma Asante,7.233333333333333,3,21.7,1795.0,2650.0,2222.5,463.0
Robert Boris,7.233333333333333,3,21.7,1795.0,2650.0,2222.5,463.0
Derek Yee Tung-Sing,6.7124999999999995,8,53.699999999999996,3633.0,815.0,2224.0,465.0
Hans-Jürgen Syberberg,7.95,2,15.9,657.0,3796.5,2226.75,466.0
Troy Miller,6.616666666666667,12,79.4,4068.5,414.0,2241.25,467.0
Karel Zeman,6.785714285714286,7,47.5,3504.5,983.0,2243.75,468.5
Dome Karukoski,6.785714285714286,7,47.5,3504.5,983.0,2243.75,468.5
Chen Kaige,6.645454545454545,11,73.1,4016.0,475.0,2245.5,470.0
Charlie Chaplin,6.540909090909091,44,287.8,4486.0,8.0,2247.0,471.0
Sam Jones,7.9,2,15.8,684.0,3814.0,2249.0,475.5
Slobodan Šijan,7.9,2,15.8,684.0,3814.0,2249.0,475.5
Raymond Depardon,7.9,2,15.8,684.0,3814.0,2249.0,475.5
Del Shores,7.9,2,15.8,684.0,3814.0,2249.0,475.5
Leonardo Favio,7.9,2,15.8,684.0,3814.0,2249.0,475.5
Laurence Connor,7.9,2,15.8,684.0,3814.0,2249.0,475.5
Bobbito Garcia,7.9,2,15.8,684.0,3814.0,2249.0,475.5
Morio Asaka,7.9,2,15.8,684.0,3814.0,2249.0,475.5
Andrea Arnold,6.771428571428572,7,47.400000000000006,3516.5,985.0,2250.75,480.0
Jingle Ma,7.0,4,28.0,2550.5,1955.0,2252.75,482.0
Enzo D'Alò,7.0,4,28.0,2550.5,1955.0,2252.75,482.0
Zhang Yuan,7.0,4,28.0,2550.5,1955.0,2252.75,482.0
John Huston,6.53421052631579,38,248.3,4499.0,14.0,2256.5,484.0
Ethan Spaulding,6.9,5,34.5,3001.5,1516.0,2258.75,485.0
Anurag Kashyap,6.659999999999999,10,66.6,3967.0,560.0,2263.5,486.0
Jacques Audiard,6.757142857142857,7,47.3,3539.0,988.5,2263.75,487.0
Mel Brooks,6.627272727272728,11,72.9,4053.0,479.0,2266.0,488.0
Philipp Kadelbach,7.8999999999999995,2,15.799999999999999,708.0,3825.0,2266.5,489.0
Jakob Verbruggen,7.8500000000000005,2,15.700000000000001,711.0,3828.5,2269.75,490.0
Greg Whiteley,7.2,3,21.6,1882.5,2658.0,2270.25,492.5
King Hu,7.2,3,21.6,1882.5,2658.0,2270.25,492.5
Martin McDonagh,7.2,3,21.6,1882.5,2658.0,2270.25,492.5
Dennis Bots,7.2,3,21.6,1882.5,2658.0,2270.25,492.5
Borys Lankosz,7.85,2,15.7,715.0,3837.5,2276.25,497.5
Martha Holmes,7.85,2,15.7,715.0,3837.5,2276.25,497.5
Louie Psihoyos,7.85,2,15.7,715.0,3837.5,2276.25,497.5
Toshio Matsumoto,7.85,2,15.7,715.0,3837.5,2276.25,497.5
Frédéric Back,7.85,2,15.7,715.0,3837.5,2276.25,497.5
Yoshihiro Ishikawa,7.85,2,15.7,715.0,3837.5,2276.25,497.5
Takashi Miike,6.513888888888889,36,234.5,4541.0,18.0,2279.5,501.0
Ken Loach,6.5360000000000005,25,163.4,4498.0,71.0,2284.5,502.0
Šarūnas Bartas,6.742857142857143,7,47.2,3590.5,990.5,2290.5,503.0
Alexander Mackendrick,6.728571428571429,7,47.1,3621.0,992.0,2306.5,504.0
F. Gary Gray,6.688888888888889,9,60.2,3930.0,684.5,2307.25,505.0
Claude Berri,6.630000000000001,10,66.30000000000001,4051.0,567.0,2309.0,506.0
Nicolas Winding Refn,6.63,10,66.3,4052.0,568.0,2310.0,507.0
Oriol Paulo,7.8,2,15.6,771.5,3856.5,2314.0,510.5
Sharmeen Obaid-Chinoy,7.8,2,15.6,771.5,3856.5,2314.0,510.5
Yves Robert,6.677777777777777,9,60.099999999999994,3940.0,688.0,2314.0,510.5
Hitoshi Ohne,7.8,2,15.6,771.5,3856.5,2314.0,510.5
John Scheinfeld,7.8,2,15.6,771.5,3856.5,2314.0,510.5
David Alexanian,7.8,2,15.6,771.5,3856.5,2314.0,510.5
Adam Dubin,6.88,5,34.4,3122.0,1520.5,2321.25,514.0
Dave Fleischer,6.610000000000001,10,66.10000000000001,4076.0,571.0,2323.5,515.0
Krzysztof Krauze,7.166666666666667,3,21.5,1980.5,2669.5,2325.0,518.0
Brett Morgen,7.166666666666667,3,21.5,1980.5,2669.5,2325.0,518.0
Robert Moore,7.166666666666667,3,21.5,1980.5,2669.5,2325.0,518.0
Giannis Dalianidis,7.166666666666667,3,21.5,1980.5,2669.5,2325.0,518.0
Rebecca Cammisa,7.166666666666667,3,21.5,1980.5,2669.5,2325.0,518.0
Ken Annakin,6.529999999999999,20,130.6,4520.0,136.0,2328.0,521.0
Hamilton Luske,6.860000000000001,5,34.300000000000004,3139.0,1522.5,2330.75,522.0
Maya Deren,6.859999999999999,5,34.3,3141.0,1526.0,2333.5,524.0
Leos Carax,6.859999999999999,5,34.3,3141.0,1526.0,2333.5,524.0
Tom McCarthy,6.859999999999999,5,34.3,3141.0,1526.0,2333.5,524.0
Kiyoshi Kurosawa,6.538888888888888,18,117.69999999999999,4496.0,182.0,2339.0,526.0
Kenneth Branagh,6.592857142857143,14,92.30000000000001,4372.0,317.0,2344.5,527.0
Tomás Gutiérrez Alea,6.783333333333334,6,40.7,3506.5,1193.0,2349.75,528.5
Godfrey Reggio,6.783333333333334,6,40.7,3506.5,1193.0,2349.75,528.5
Eiichi Yamamoto,7.75,2,15.5,827.0,3874.5,2350.75,534.0
Rupert Edwards,7.75,2,15.5,827.0,3874.5,2350.75,534.0
Jehane Noujaim,7.75,2,15.5,827.0,3874.5,2350.75,534.0
Per-Olav Sørensen,7.75,2,15.5,827.0,3874.5,2350.75,534.0
Park Kwang-hyun,7.75,2,15.5,827.0,3874.5,2350.75,534.0
Rein Raamat,7.75,2,15.5,827.0,3874.5,2350.75,534.0
Jun Lana,7.75,2,15.5,827.0,3874.5,2350.75,534.0
Ian Cheney,7.75,2,15.5,827.0,3874.5,2350.75,534.0
Joshua Oppenheimer,7.75,2,15.5,827.0,3874.5,2350.75,534.0
Joe Wright,6.783333333333332,6,40.699999999999996,3508.0,1195.5,2351.75,539.0
Jacques Becker,6.644444444444444,9,59.8,4017.0,691.0,2354.0,540.0
Ernst Marischka,7.133333333333333,3,21.4,2028.5,2680.0,2354.25,542.5
José Val del Omar,7.133333333333333,3,21.4,2028.5,2680.0,2354.25,542.5
Richard Sale,7.133333333333333,3,21.4,2028.5,2680.0,2354.25,542.5
Derik Murray,7.133333333333333,3,21.4,2028.5,2680.0,2354.25,542.5
Sam Peckinpah,6.571428571428571,14,92.0,4393.0,319.0,2356.0,545.0
Dibakar Banerjee,6.840000000000001,5,34.2,3183.0,1529.5,2356.25,546.0
Rob Epstein,6.633333333333334,9,59.7,4027.5,692.5,2360.0,547.5
Doug Liman,6.633333333333334,9,59.7,4027.5,692.5,2360.0,547.5
Bahman Ghobadi,6.766666666666667,6,40.6,3524.5,1199.0,2361.75,550.0
Erle C. Kenton,6.766666666666667,6,40.6,3524.5,1199.0,2361.75,550.0
Dmitriy Dyachenko,6.766666666666667,6,40.6,3524.5,1199.0,2361.75,550.0
Nanni Moretti,6.633333333333333,9,59.699999999999996,4040.0,694.5,2367.25,552.0
Tomoyuki Takimoto,7.1000000000000005,3,21.3,2049.5,2689.5,2369.5,555.5
Adam Bhala Lough,7.1000000000000005,3,21.3,2049.5,2689.5,2369.5,555.5
Erwin Wagenhofer,7.1000000000000005,3,21.3,2049.5,2689.5,2369.5,555.5
Xavier Koller,7.1000000000000005,3,21.3,2049.5,2689.5,2369.5,555.5
Massimo Troisi,7.1000000000000005,3,21.3,2049.5,2689.5,2369.5,555.5
Alper Mestçi,7.1000000000000005,3,21.3,2049.5,2689.5,2369.5,555.5
Ted Demme,6.6875,8,53.5,3931.0,819.0,2375.0,559.0
Jean-Jacques Annaud,6.546666666666669,15,98.20000000000003,4481.0,274.0,2377.5,560.0
Cristian Mungiu,6.82,5,34.1,3219.5,1536.5,2378.0,563.0
Alex Kendrick,6.82,5,34.1,3219.5,1536.5,2378.0,563.0
Mikhail Romm,6.82,5,34.1,3219.5,1536.5,2378.0,563.0
Aleksandr Petrov,6.82,5,34.1,3219.5,1536.5,2378.0,563.0
Fernando León de Aranoa,6.82,5,34.1,3219.5,1536.5,2378.0,563.0
Marcel L'Herbier,6.9750000000000005,4,27.900000000000002,2801.0,1960.5,2380.75,566.0
Sebastian Junger,6.8199999999999985,5,34.099999999999994,3223.0,1542.0,2382.5,567.0
Lucas Belvaux,6.75,6,40.5,3564.5,1202.0,2383.25,568.5
Sam Liu,6.675,8,53.4,3946.0,820.5,2383.25,568.5
Marc Webb,6.975,4,27.9,2803.5,1964.0,2383.75,571.5
Andrew Dominik,6.975,4,27.9,2803.5,1964.0,2383.75,571.5
Isao Yukisada,6.975,4,27.9,2803.5,1964.0,2383.75,571.5
Dariush Mehrjui,6.975,4,27.9,2803.5,1964.0,2383.75,571.5
William Asher,6.611111111111111,9,59.5,4075.0,697.0,2386.0,574.0
Francis Lee,7.7,2,15.4,889.0,3887.0,2388.0,577.0
Luc Besson,6.5249999999999995,16,104.39999999999999,4533.0,243.0,2388.0,577.0
Arna Selznick,7.7,2,15.4,889.0,3887.0,2388.0,577.0
Ruben Östlund,6.7,7,46.9,3777.5,998.5,2388.0,577.0
Tatsuo Satō,7.7,2,15.4,889.0,3887.0,2388.0,577.0
Edward Zwick,6.561538461538461,13,85.3,4415.0,362.0,2388.5,580.0
Don Argott,6.6625000000000005,8,53.300000000000004,3962.5,822.5,2392.5,581.5
John Hughes,6.6625000000000005,8,53.300000000000004,3962.5,822.5,2392.5,581.5
Robert Redford,6.6000000000000005,9,59.400000000000006,4088.0,698.5,2393.25,583.0
Michel Gondry,6.553846153846154,13,85.2,4423.0,364.5,2393.75,584.0
Jackie Chan,6.533333333333333,15,98.0,4518.0,275.0,2396.5,585.0
Ulrich Seidl,6.583333333333335,12,79.00000000000001,4377.0,416.5,2396.75,586.0
Guy Hamilton,6.526666666666667,15,97.9,4521.0,276.0,2398.5,587.0
Mark Rydell,6.574999999999999,12,78.89999999999999,4391.5,418.0,2404.75,588.0
Yılmaz Erdoğan,6.95,4,27.8,2846.5,1968.0,2407.25,589.5
René Goscinny,6.95,4,27.8,2846.5,1968.0,2407.25,589.5
Gakuryû Ishii,6.733333333333333,6,40.4,3613.0,1204.0,2408.5,592.0
Ramin Bahrani,6.733333333333333,6,40.4,3613.0,1204.0,2408.5,592.0
Pedro Costa,6.733333333333333,6,40.4,3613.0,1204.0,2408.5,592.0
Emir Kusturica,6.566666666666666,12,78.8,4405.0,419.0,2412.0,594.0
Tomm Moore,7.699999999999999,2,15.399999999999999,944.5,3892.5,2418.5,595.5
Jérémy Clapin,7.699999999999999,2,15.399999999999999,944.5,3892.5,2418.5,595.5
Terry George,6.716666666666666,6,40.3,3629.5,1208.5,2419.0,597.5
Yoshihiro Nakamura,6.716666666666666,6,40.3,3629.5,1208.5,2419.0,597.5
André Hunebelle,6.6375,8,53.1,4025.0,825.5,2425.25,599.0
Howard Alk,7.65,2,15.3,956.5,3905.5,2431.0,605.0
Judy Irving,7.65,2,15.3,956.5,3905.5,2431.0,605.0
Kang Hyeong-Cheol,7.65,2,15.3,956.5,3905.5,2431.0,605.0
Martin Rosen,7.65,2,15.3,956.5,3905.5,2431.0,605.0
Lírio Ferreira,7.65,2,15.3,956.5,3905.5,2431.0,605.0
Ryosuke Hashiguchi,7.65,2,15.3,956.5,3905.5,2431.0,605.0
Arthur Ginsberg,7.65,2,15.3,956.5,3905.5,2431.0,605.0
Michael Matheson,7.65,2,15.3,956.5,3905.5,2431.0,605.0
Carlos Marques-Marcet,7.65,2,15.3,956.5,3905.5,2431.0,605.0
Jan Pinkava,7.65,2,15.3,956.5,3905.5,2431.0,605.0
Suresh Krissna,7.65,2,15.3,956.5,3905.5,2431.0,605.0
James Benning,6.581818181818181,11,72.39999999999999,4380.0,483.0,2431.5,611.0
Phil Lord,6.925,4,27.7,2886.0,1978.5,2432.25,613.0
Jeffrey Blitz,6.925,4,27.7,2886.0,1978.5,2432.25,613.0
Coline Serreau,6.925,4,27.7,2886.0,1978.5,2432.25,613.0
Sunao Katabuchi,7.6499999999999995,2,15.299999999999999,963.0,3916.5,2439.75,615.0
Joseph L. Mankiewicz,6.5,21,136.5,4760.0,120.5,2440.25,616.0
Vishal Bhardwaj,6.625000000000001,8,53.00000000000001,4055.0,828.0,2441.5,617.0
JP Siili,6.530769230769232,13,84.90000000000002,4519.0,367.0,2443.0,618.0
Peter Sollett,7.099999999999999,3,21.299999999999997,2210.5,2696.5,2453.5,619.0
Massimo Venier,6.6000000000000005,8,52.800000000000004,4088.0,830.5,2459.25,620.0
Yang Yun-ho,7.066666666666667,3,21.200000000000003,2227.0,2700.5,2463.75,622.0
Alain Tanner,7.066666666666667,3,21.200000000000003,2227.0,2700.5,2463.75,622.0
Hiroyuki Imaishi,7.066666666666667,3,21.200000000000003,2227.0,2700.5,2463.75,622.0
Nobuhiro Doi,7.066666666666666,3,21.2,2233.0,2712.5,2472.75,628.0
Juan Bustillo Oro,7.066666666666666,3,21.2,2233.0,2712.5,2472.75,628.0
Mat Whitecross,7.066666666666666,3,21.2,2233.0,2712.5,2472.75,628.0
Nicholaus Goossen,7.066666666666666,3,21.2,2233.0,2712.5,2472.75,628.0
Brian Henson,7.066666666666666,3,21.2,2233.0,2712.5,2472.75,628.0
Chris Bell,7.066666666666666,3,21.2,2233.0,2712.5,2472.75,628.0
Damián Szifrón,7.066666666666666,3,21.2,2233.0,2712.5,2472.75,628.0
Patryk Vega,7.066666666666666,3,21.2,2233.0,2712.5,2472.75,628.0
Daniel Ribeiro,7.066666666666666,3,21.2,2233.0,2712.5,2472.75,628.0
John A. Alonzo,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Russell Barnes,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Lee Hirsch,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Bala,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Hiromasa Yonebayashi,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Keizou Shimizu,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Pete McCormack,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Mark Achbar,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Robert Sahakyants,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
David Prior,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Pif,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Patrick Osborne,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Cao Hamburger,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Göran Olsson,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Pekka Parikka,7.6,2,15.2,1018.5,3930.0,2474.25,640.0
Koreyoshi Kurahara,6.671428571428572,7,46.7,3949.0,1003.5,2476.25,648.0
Anders Nilsson,6.58,10,65.8,4382.5,577.5,2480.0,649.0
Michael Mann,6.516666666666666,12,78.19999999999999,4539.0,424.0,2481.5,650.0
Wolfgang Petersen,6.57,10,65.7,4394.0,579.0,2486.5,651.0
Kristi Jacobson,6.9,4,27.6,3001.5,1984.0,2492.75,653.0
Lars Kraume,6.9,4,27.6,3001.5,1984.0,2492.75,653.0
Eddy Terstall,6.9,4,27.6,3001.5,1984.0,2492.75,653.0
Juan José Campanella,6.7,6,40.2,3777.5,1212.5,2495.0,655.5
Mike Clattenburg,6.7,6,40.2,3777.5,1212.5,2495.0,655.5
Tom Tykwer,6.56,10,65.6,4418.5,582.5,2500.5,658.0
Peter Collinson,6.56,10,65.6,4418.5,582.5,2500.5,658.0
Jean Girault,6.56,10,65.6,4418.5,582.5,2500.5,658.0
Serge Bromberg,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Don Bluth,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Peter Joseph,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Al Pacino,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Lee Jeong-Beom,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Steve Kroschel,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Leanne Pooley,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Hans Weingartner,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Aleksandr Kott,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Ezra Edelman,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Maren Ade,7.033333333333334,3,21.1,2283.0,2728.5,2505.75,665.0
Mohsen Makhmalbaf,6.642857142857143,7,46.5,4018.0,1006.0,2512.0,671.0
Pascal Plisson,7.55,2,15.1,1080.5,3950.5,2515.5,674.5
Neil Berkeley,7.55,2,15.1,1080.5,3950.5,2515.5,674.5
Andrés Baiz,7.55,2,15.1,1080.5,3950.5,2515.5,674.5
Byambasuren Davaa,7.55,2,15.1,1080.5,3950.5,2515.5,674.5
Kazuo Hara,7.55,2,15.1,1080.5,3950.5,2515.5,674.5
Hallvard Bræin,7.55,2,15.1,1080.5,3950.5,2515.5,674.5
Éric Rohmer,6.485185185185186,27,175.10000000000002,4985.0,59.0,2522.0,678.0
Ron Howard,6.48076923076923,26,168.49999999999997,4989.0,65.0,2527.0,679.0
Hans-Christian Schmid,6.779999999999999,5,33.9,3510.0,1548.5,2529.25,681.0
Baz Luhrmann,6.779999999999999,5,33.9,3510.0,1548.5,2529.25,681.0
Rick Famuyiwa,6.779999999999999,5,33.9,3510.0,1548.5,2529.25,681.0
Shane Meadows,6.6,8,52.8,4232.0,833.5,2532.75,683.5
Joshua Logan,6.6,8,52.8,4232.0,833.5,2532.75,683.5
Francis Ford Coppola,6.491304347826087,23,149.29999999999998,4975.0,92.0,2533.5,685.0
Emeric Pressburger,6.599999999999999,9,59.39999999999999,4369.5,703.5,2536.5,686.0
Guillermo del Toro,6.5888888888888895,9,59.300000000000004,4373.0,705.0,2539.0,687.0
Lasse Hallström,6.49090909090909,22,142.79999999999998,4976.0,107.0,2541.5,688.0
Yasujirō Ozu,6.451612903225807,31,200.00000000000003,5052.0,36.0,2544.0,689.0
Asif Kapadia,6.5777777777777775,9,59.199999999999996,4385.0,706.0,2545.5,690.0
John Lee Hancock,6.76,5,33.8,3537.0,1554.5,2545.75,692.0
Lenny Abrahamson,6.76,5,33.8,3537.0,1554.5,2545.75,692.0
