actor2,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Colin Blakely,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Brandon Johnson,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Susan Penhaligon,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Karla Souza,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Karl Swenson,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Lolita Sevilla,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Larry King,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Brad Takei,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Colin Smith,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Sadha,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Steven Spielberg,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Mukesh,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Steven Wright,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Kang Ha-Neul,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Tracey Heggins,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Michael Mendl,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Nopachai Chaiyanam,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Toulou Kiki,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Suman,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Borys Szyc,6.9,1,6.9,4243.0,9803.0,7023.0,6889.5
Samuel Le Bihan,5.633333333333333,6,33.8,12900.5,1150.5,7025.5,7062.0
Anna Kendrick,5.633333333333333,6,33.8,12900.5,1150.5,7025.5,7062.0
Joanna Cassidy,5.633333333333333,6,33.8,12900.5,1150.5,7025.5,7062.0
Paul Rudd,5.575,8,44.6,13336.0,717.0,7026.5,7064.0
John Corbett,5.7,5,28.5,12569.0,1507.0,7038.0,7065.5
Lea Massari,5.7,5,28.5,12569.0,1507.0,7038.0,7065.5
Philip Carey,5.616666666666667,6,33.7,12927.0,1156.5,7041.75,7067.0
Adam Baldwin,5.562499999999999,8,44.49999999999999,13362.0,722.0,7042.0,7068.0
Dina Meyer,5.616666666666666,6,33.699999999999996,12928.5,1160.0,7044.25,7069.0
Ruth Roman,5.6000000000000005,6,33.6,12947.0,1162.5,7054.75,7070.0
Geraldine Chaplin,5.55,8,44.4,13405.0,723.5,7064.25,7071.0
Maud Adams,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Roger Rees,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Henry Hübchen,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Machiko Ono,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Stephanie Beacham,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Dana Ivgy,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Blanca Guerra,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Justin Theroux,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Omar Epps,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Roger Livesey,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Vyacheslav Tikhonov,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Macdonald Carey,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Alison Steadman,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Sung Kang,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Colin Morgan,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Park Yong-woo,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Wallace Shawn,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Huub Smit,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Jason Barry,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Ryu Deok-hwan,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Garry Shandling,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Bud Abbott,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Tara Strong,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Pierre Dux,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Carl Möhner,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Fabio Volo,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Danny Huston,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Tyler Perry,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Jean Dujardin,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Vince Van Patten,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Noe Hernandez,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Flavio Parenti,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Jesper Salén,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Alex Fong Chung-Sun,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Mae Whitman,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Alessandro Haber,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Jon Mikl Thor,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Jon Whiteley,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Dinara Drukarova,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Rosa Maria Sardà,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Bel Powley,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Didier Bourdon,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Melody Anderson,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
José Luis Gómez,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Benja Bruijning,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Beppe Fiorello,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Franklyn Ajaye,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Samuel E. Wright,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Ray Romano,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Bert Convy,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Antonis Kafetzopoulos,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Sorapong Chatree,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Sandra Ng Kwun-Yu,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Giulia Boschi,6.1,2,12.2,9548.0,4647.5,7097.75,7098.5
Rupert Everett,5.5125,8,44.1,13464.0,732.0,7098.0,7126.0
Ornella Muti,5.4923076923076914,13,71.39999999999999,13987.0,232.0,7109.5,7127.0
Dave Franco,5.799999999999999,4,23.199999999999996,12205.5,2044.0,7124.75,7129.0
Lynn Collins,5.799999999999999,4,23.199999999999996,12205.5,2044.0,7124.75,7129.0
Jeanne Crain,5.799999999999999,4,23.199999999999996,12205.5,2044.0,7124.75,7129.0
Raoul Bova,5.557142857142857,7,38.9,13372.0,911.5,7141.75,7131.0
Mila Kunis,5.483333333333333,12,65.8,13992.5,294.0,7143.25,7132.0
Aneurin Barnard,5.775,4,23.1,12237.5,2049.5,7143.5,7135.0
Martin Compston,5.775,4,23.1,12237.5,2049.5,7143.5,7135.0
Neal McDonough,5.775,4,23.1,12237.5,2049.5,7143.5,7135.0
Rade Serbedzija,5.775,4,23.1,12237.5,2049.5,7143.5,7135.0
Ayako Wakao,5.775,4,23.1,12237.5,2049.5,7143.5,7135.0
Martin Sheen,5.413333333333333,15,81.2,14136.0,153.0,7144.5,7138.0
Jill Ireland,5.68,5,28.4,12776.0,1514.0,7145.0,7140.0
Ivan Okhlobystin,5.68,5,28.4,12776.0,1514.0,7145.0,7140.0
Jennifer O'Neill,5.68,5,28.4,12776.0,1514.0,7145.0,7140.0
Dennis Hopper,5.458333333333333,12,65.5,14024.0,295.5,7159.75,7142.0
Autumn Reeser,5.660000000000001,5,28.300000000000004,12807.0,1516.0,7161.5,7143.0
James Purefoy,5.66,5,28.3,12808.5,1518.0,7163.25,7144.5
Scoot McNairy,5.66,5,28.3,12808.5,1518.0,7163.25,7144.5
Tim Curry,5.659999999999999,5,28.299999999999997,12811.0,1521.0,7166.0,7147.0
José Coronado,5.659999999999999,5,28.299999999999997,12811.0,1521.0,7166.0,7147.0
Meg Foster,5.659999999999999,5,28.299999999999997,12811.0,1521.0,7166.0,7147.0
Brad Renfro,5.75,4,23.0,12309.0,2057.5,7183.25,7152.5
Renée Soutendijk,5.75,4,23.0,12309.0,2057.5,7183.25,7152.5
Richard Norton,5.75,4,23.0,12309.0,2057.5,7183.25,7152.5
Shirley Knight,5.75,4,23.0,12309.0,2057.5,7183.25,7152.5
Bonnie Hunt,5.75,4,23.0,12309.0,2057.5,7183.25,7152.5
Jason Schwartzman,5.75,4,23.0,12309.0,2057.5,7183.25,7152.5
Tuva Novotny,5.75,4,23.0,12309.0,2057.5,7183.25,7152.5
Dennis O'Keefe,5.75,4,23.0,12309.0,2057.5,7183.25,7152.5
"Louis Gossett, Jr.",5.415384615384615,13,70.39999999999999,14133.0,241.0,7187.0,7157.0
Pierce Brosnan,5.407692307692307,13,70.3,14139.0,243.5,7191.25,7158.0
Ioan Gruffudd,5.749999999999999,4,22.999999999999996,12340.0,2062.0,7201.0,7159.0
Gabriele Ferzetti,5.640000000000001,5,28.200000000000003,12884.0,1525.0,7204.5,7160.5
Victor Garber,5.640000000000001,5,28.200000000000003,12884.0,1525.0,7204.5,7160.5
Benoît Poelvoorde,5.64,5,28.2,12888.0,1530.5,7209.25,7164.0
Anne Francis,5.64,5,28.2,12888.0,1530.5,7209.25,7164.0
Kay Lenz,5.64,5,28.2,12888.0,1530.5,7209.25,7164.0
Edouard Baer,5.64,5,28.2,12888.0,1530.5,7209.25,7164.0
Chazz Palminteri,5.64,5,28.2,12888.0,1530.5,7209.25,7164.0
Lee J. Cobb,5.416666666666667,12,65.0,14131.0,304.5,7217.75,7167.0
Gilbert Melki,5.7250000000000005,4,22.900000000000002,12373.5,2064.5,7219.0,7169.5
Zoë Bell,5.7250000000000005,4,22.900000000000002,12373.5,2064.5,7219.0,7169.5
Gina Gershon,5.7250000000000005,4,22.900000000000002,12373.5,2064.5,7219.0,7169.5
Kevin Hart,5.7250000000000005,4,22.900000000000002,12373.5,2064.5,7219.0,7169.5
Ione Skye,5.725,4,22.9,12377.5,2070.5,7224.0,7173.5
Larry Fessenden,5.725,4,22.9,12377.5,2070.5,7224.0,7173.5
Hiroyuki Sanada,5.725,4,22.9,12377.5,2070.5,7224.0,7173.5
Pamela Franklin,5.725,4,22.9,12377.5,2070.5,7224.0,7173.5
Justin Long,5.49,10,54.900000000000006,13988.0,463.0,7225.5,7176.0
Ben Chaplin,5.62,5,28.1,12923.5,1536.0,7229.75,7178.0
Edward Burns,5.62,5,28.1,12923.5,1536.0,7229.75,7178.0
Marie-Josée Croze,5.62,5,28.1,12923.5,1536.0,7229.75,7178.0
Udo Kier,5.5,8,44.0,13728.5,735.0,7231.75,7180.0
Barbara Bel Geddes,5.619999999999999,5,28.099999999999998,12926.0,1539.5,7232.75,7181.0
Alan Bates,5.436363636363636,11,59.79999999999999,14096.0,377.0,7236.5,7182.0
Mariya Kuznetsova,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Nadeshda Brennicke,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Michael Dante,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Jessica Schwarz,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Jean Rogers,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Adrian Dunbar,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Stephen Collins,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Alessandra Mastronardi,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Sanjay Mishra,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Carice van Houten,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Taissa Farmiga,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Josef Abrhám,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Freddie Highmore,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Logan Miller,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Vanda Duarte,5.8999999999999995,3,17.7,11540.5,2937.5,7239.0,7190.0
Herbert Marshall,5.46,10,54.6,14022.5,469.0,7245.75,7198.0
Brendan Gleeson,5.583333333333333,6,33.5,13329.0,1167.0,7248.0,7199.0
Ossie Davis,5.566666666666667,6,33.400000000000006,13343.5,1169.0,7256.25,7200.0
Sarah Chalke,5.566666666666666,6,33.4,13353.0,1173.0,7263.0,7202.0
Michael Nyqvist,5.566666666666666,6,33.4,13353.0,1173.0,7263.0,7202.0
Scott Caan,5.566666666666666,6,33.4,13353.0,1173.0,7263.0,7202.0
Kim Dong-wook,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Kelly Sheridan,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
William Hope,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Irina Pegova,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Joel Grey,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Răzvan Vasilescu,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Yuki Uchida,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Nelly Frijda,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Sergey Batalov,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Rekha,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Damon Runyan,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Arjun Kapoor,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Catherine Tate,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Martine Beswick,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Ronald Lewis,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Hirofumi Arai,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Doug McClure,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Cathy Moriarty,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Ewen Leslie,6.050000000000001,2,12.100000000000001,9861.0,4685.5,7273.25,7213.0
Lucien Jean-Baptiste,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Alexander Fu Sheng,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Rob Paulsen,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Whitney Houston,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Jeremy Sisto,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Virginia Grey,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Peter Riegert,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Luigi Lo Cascio,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
David Manners,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Alison Elliott,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Dani Rovira,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Fabio De Luigi,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Olivier Baroux,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Laura Allen,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Milan Peschel,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Michele Lee,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Ruth Gordon,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
Kseniya Rappoport,5.866666666666667,3,17.6,11593.5,2956.5,7275.0,7231.5
David Thewlis,5.488888888888889,9,49.4,13989.0,574.0,7281.5,7241.0
Robert Wagner,5.44,10,54.400000000000006,14093.0,474.0,7283.5,7242.0
Alicia Silverstone,5.55,6,33.3,13405.0,1178.0,7291.5,7243.0
Rosanna Arquette,5.455555555555556,9,49.1,14027.0,579.5,7303.25,7245.0
Ashley Olsen,5.455555555555556,9,49.1,14027.0,579.5,7303.25,7245.0
Kristy Swanson,5.455555555555556,9,49.1,14027.0,579.5,7303.25,7245.0
Alyson Hannigan,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Barry Brown,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Brian Gleeson,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Christine Horne,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Kathleen Byron,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Terry Funk,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Nick Kroll,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Itsuji Itao,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Keisuke Horibe,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Lucas Black,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Anica Dobra,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Lyudmila Gurchenko,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Kjell Bergqvist,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Millie Perkins,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Outi Mäenpää,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Javier De Pietro,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Tony Ramos,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Jang Keun-suk,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Margarita Terekhova,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Daniel Skelton,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Akiko Wakabayashi,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Eric Bana,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Jocelyn Jones,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Pio Marmaï,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Jean Desailly,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Tim Guinee,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Gosia Dobrowolska,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Marthe Keller,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Eric Schweig,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Jake Johnson,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Imran Khan,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
DJ Qualls,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Joan Taylor,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
James Arness,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Cemal Hünal,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Bob Balaban,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Oleg Basilashvili,6.05,2,12.1,9895.5,4715.5,7305.5,7265.0
Mary-Louise Parker,5.533333333333334,6,33.2,13443.0,1180.5,7311.75,7284.0
Nathan Fillion,5.533333333333332,6,33.199999999999996,13451.0,1182.5,7316.75,7285.0
Britt Ekland,5.7,4,22.8,12569.0,2079.0,7324.0,7288.5
Seymour Cassel,5.7,4,22.8,12569.0,2079.0,7324.0,7288.5
Tusshar Kapoor,5.7,4,22.8,12569.0,2079.0,7324.0,7288.5
David Morrissey,5.7,4,22.8,12569.0,2079.0,7324.0,7288.5
Hope Lange,5.7,4,22.8,12569.0,2079.0,7324.0,7288.5
Tim Blake Nelson,5.7,4,22.8,12569.0,2079.0,7324.0,7288.5
Rachael Taylor,5.5,7,38.5,13728.5,925.0,7326.75,7293.0
Molly Parker,5.5,7,38.5,13728.5,925.0,7326.75,7293.0
Amy Smart,5.5,7,38.5,13728.5,925.0,7326.75,7293.0
Cara Delevingne,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Arielle Kebbel,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Kevin Conway,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Amy Ryan,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Nick Cannon,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Shota Sometani,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Jada Pinkett Smith,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Mathilde Seigner,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Amanda Tapping,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Bryce Johnson,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Trevor Devall,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Julienne Mathieu,5.833333333333333,3,17.5,11706.0,2975.5,7340.75,7300.5
Marian Marsh,5.6,5,28.0,13140.5,1544.5,7342.5,7307.5
Pam Grier,5.6,5,28.0,13140.5,1544.5,7342.5,7307.5
Lauren Bacall,5.318749999999999,16,85.09999999999998,14592.0,131.0,7361.5,7309.0
Peter Coyote,5.4111111111111105,9,48.699999999999996,14138.0,589.0,7363.5,7310.0
David Niven,5.384615384615383,13,69.99999999999999,14480.0,249.0,7364.5,7312.0
Ving Rhames,5.487499999999999,8,43.89999999999999,13990.0,739.0,7364.5,7312.0
Patricia Arquette,5.312500000000001,16,85.00000000000001,14597.0,132.0,7364.5,7312.0
Jon Hall,5.800000000000001,3,17.400000000000002,11752.0,2984.0,7368.0,7314.0
Bryan Brown,5.4750000000000005,8,43.800000000000004,13996.0,740.5,7368.25,7315.5
John Abraham,5.4750000000000005,8,43.800000000000004,13996.0,740.5,7368.25,7315.5
Patricia Clarkson,5.3999999999999995,12,64.8,14468.0,307.5,7387.75,7317.0
Glenda Jackson,5.45,8,43.6,14046.0,744.5,7395.25,7318.0
Virginia Madsen,5.375,12,64.5,14491.5,311.5,7401.5,7319.0
Mike Vogel,5.699999999999999,4,22.799999999999997,12752.0,2085.5,7418.75,7321.0
James Russo,5.699999999999999,4,22.799999999999997,12752.0,2085.5,7418.75,7321.0
Bernard Cribbins,5.699999999999999,4,22.799999999999997,12752.0,2085.5,7418.75,7321.0
Bette Midler,5.39090909090909,11,59.29999999999999,14474.0,384.0,7429.0,7323.0
Peter Weller,5.675,4,22.7,12783.0,2091.0,7437.0,7325.5
Clotilde Courau,5.675,4,22.7,12783.0,2091.0,7437.0,7325.5
Madison Pettis,5.675,4,22.7,12783.0,2091.0,7437.0,7325.5
Brenda Joyce,5.675,4,22.7,12783.0,2091.0,7437.0,7325.5
Idris Elba,5.674999999999999,4,22.699999999999996,12786.5,2095.0,7440.75,7328.0
Carmen Maura,5.58,5,27.900000000000002,13333.5,1550.0,7441.75,7329.0
Billy Dee Williams,5.4125000000000005,8,43.300000000000004,14137.0,749.0,7443.0,7330.0
Christopher Lambert,5.58,5,27.9,13333.5,1553.5,7443.5,7331.0
William Baldwin,5.4,9,48.6,14301.5,591.5,7446.5,7332.0
Mickey Rourke,5.3545454545454545,11,58.9,14513.0,389.0,7451.0,7333.0
Tamanna Bhatia,5.499999999999999,7,38.49999999999999,13986.0,927.5,7456.75,7334.0
Om Puri,5.5,6,33.0,13728.5,1191.0,7459.75,7335.5
Jeanette MacDonald,5.5,6,33.0,13728.5,1191.0,7459.75,7335.5
Lara Flynn Boyle,5.5600000000000005,5,27.800000000000004,13366.0,1555.5,7460.75,7338.0
Jon Heder,5.5600000000000005,5,27.800000000000004,13366.0,1555.5,7460.75,7338.0
Kate Bosworth,5.485714285714286,7,38.4,13991.0,930.5,7460.75,7338.0
John Pilger,5.5600000000000005,5,27.8,13366.0,1560.0,7463.0,7341.0
Madeline Kahn,5.5600000000000005,5,27.8,13366.0,1560.0,7463.0,7341.0
Nick Stahl,5.5600000000000005,5,27.8,13366.0,1560.0,7463.0,7341.0
Tabu,5.56,5,27.799999999999997,13370.0,1565.5,7467.75,7344.0
Fran Kranz,5.56,5,27.799999999999997,13370.0,1565.5,7467.75,7344.0
Mikael Persbrandt,5.56,5,27.799999999999997,13370.0,1565.5,7467.75,7344.0
Patricia Medina,5.65,4,22.6,12842.5,2099.0,7470.75,7348.0
Chris Penn,5.65,4,22.6,12842.5,2099.0,7470.75,7348.0
Anna Galiena,5.65,4,22.6,12842.5,2099.0,7470.75,7348.0
Gael García Bernal,5.65,4,22.6,12842.5,2099.0,7470.75,7348.0
Nora Zehetner,5.65,4,22.6,12842.5,2099.0,7470.75,7348.0
Jeff Goldblum,5.39,10,53.9,14475.5,479.0,7477.25,7351.5
Anthony LaPaglia,5.39,10,53.9,14475.5,479.0,7477.25,7351.5
Edmond O'Brien,5.457142857142857,7,38.2,14025.0,935.5,7480.25,7353.0
Gabrielle Union,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Margot Robbie,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Bill Hader,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Francisco Barreiro,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Ray McKinnon,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Joy Bryant,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Eli Roth,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Christoph Maria Herbst,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Ali MacGraw,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Joseph Gordon-Levitt,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Olivia Wilde,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Shaun Sipos,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Theodore Bikel,5.8,3,17.4,11982.5,2991.5,7487.0,7360.0
Scott Adkins,5.6499999999999995,4,22.599999999999998,12874.0,2104.0,7489.0,7367.5
Karl Urban,5.6499999999999995,4,22.599999999999998,12874.0,2104.0,7489.0,7367.5
James Garner,5.309090909090909,11,58.39999999999999,14599.0,396.5,7497.75,7369.0
Kevin Zegers,5.540000000000001,5,27.700000000000003,13429.0,1568.0,7498.5,7370.0
Jami Gertz,5.54,5,27.7,13431.0,1571.0,7501.0,7372.0
Lea Thompson,5.54,5,27.7,13431.0,1571.0,7501.0,7372.0
Margit Carstensen,5.54,5,27.7,13431.0,1571.0,7501.0,7372.0
Jet Li,5.539999999999999,5,27.699999999999996,13433.0,1574.0,7503.5,7374.0
Jean-Claude Fourneau,6.8,1,6.8,4804.0,10205.0,7504.5,7596.5
David Giuntoli,6.8,1,6.8,4804.0,10205.0,7504.5,7596.5
Darya Ekamasova,6.8,1,6.8,4804.0,10205.0,7504.5,7596.5
Robert le Flon,6.8,1,6.8,4804.0,10205.0,7504.5,7596.5
Song Jia,6.8,1,6.8,4804.0,10205.0,7504.5,7596.5
